"_time","IP_Sessions(K)"
"2021-06-09T11:00:00.000-0400","12454.545999999998"
"2021-06-09T12:00:00.000-0400","12479.292000000001"
"2021-06-09T13:00:00.000-0400","12491.756000000001"
"2021-06-09T14:00:00.000-0400","12503.936"
"2021-06-09T15:00:00.000-0400","12510.131000000001"
"2021-06-09T16:00:00.000-0400","12513.339"
"2021-06-09T17:00:00.000-0400","12504.317000000001"
"2021-06-09T18:00:00.000-0400","12480.688"
"2021-06-09T19:00:00.000-0400","12456.584"
"2021-06-09T20:00:00.000-0400","12427.577000000001"
"2021-06-09T21:00:00.000-0400","12371.898000000001"
"2021-06-09T22:00:00.000-0400","12276.079000000002"
"2021-06-09T23:00:00.000-0400","12156.291"
"2021-06-10T00:00:00.000-0400","12048.64"
"2021-06-10T01:00:00.000-0400","11956.46"
"2021-06-10T02:00:00.000-0400","11883.121"
"2021-06-10T03:00:00.000-0400","11833.293"
"2021-06-10T04:00:00.000-0400","11805.271999999999"
"2021-06-10T05:00:00.000-0400","11833.326000000001"
"2021-06-10T06:00:00.000-0400","11925.243999999999"
"2021-06-10T07:00:00.000-0400","12057.685000000001"
"2021-06-10T08:00:00.000-0400","12192.583"
"2021-06-10T09:00:00.000-0400","12302.6"
"2021-06-10T10:00:00.000-0400","12387.835000000001"
"2021-06-10T11:00:00.000-0400","12444.467999999999"
"2021-06-10T12:00:00.000-0400","12469.537999999999"
"2021-06-10T13:00:00.000-0400","12485.551"
"2021-06-10T14:00:00.000-0400","12497.275"
"2021-06-10T15:00:00.000-0400","12506.581"
"2021-06-10T16:00:00.000-0400","12510.099"
"2021-06-10T17:00:00.000-0400","12501.649"
"2021-06-10T18:00:00.000-0400","12476.865"
"2021-06-10T19:00:00.000-0400","12453.314"
"2021-06-10T20:00:00.000-0400","12421.913999999999"
"2021-06-10T21:00:00.000-0400","12369.5"
"2021-06-10T22:00:00.000-0400","12274.380000000001"
"2021-06-10T23:00:00.000-0400","12157.792000000001"
"2021-06-11T00:00:00.000-0400","12049.746"
"2021-06-11T01:00:00.000-0400","11956.628999999999"
"2021-06-11T02:00:00.000-0400","11881.612000000001"
"2021-06-11T03:00:00.000-0400","11829.835"
"2021-06-11T04:00:00.000-0400","11800.243"
"2021-06-11T05:00:00.000-0400","11822.865999999998"
"2021-06-11T06:00:00.000-0400","11910.337"
"2021-06-11T07:00:00.000-0400","12040.698"
"2021-06-11T08:00:00.000-0400","12179.099"
"2021-06-11T09:00:00.000-0400","12294.241"
"2021-06-11T10:00:00.000-0400","12384.108"
"2021-06-11T11:00:00.000-0400","12443.842999999999"
"2021-06-11T12:00:00.000-0400","12469.91"
"2021-06-11T13:00:00.000-0400","12485.427"
"2021-06-11T14:00:00.000-0400","12498.332999999999"
"2021-06-11T15:00:00.000-0400","12503.894"
"2021-06-11T16:00:00.000-0400","12502.964"
"2021-06-11T17:00:00.000-0400","12491.682"
"2021-06-11T18:00:00.000-0400","12466.41"
"2021-06-11T19:00:00.000-0400","12436.368000000002"
"2021-06-11T20:00:00.000-0400","12398.235"
"2021-06-11T21:00:00.000-0400","12344.16"
"2021-06-11T22:00:00.000-0400","12260.929"
"2021-06-11T23:00:00.000-0400","12151.367"
"2021-06-12T00:00:00.000-0400","12041.345000000001"
"2021-06-12T01:00:00.000-0400","11943.386999999999"
"2021-06-12T02:00:00.000-0400","11861.758"
"2021-06-12T03:00:00.000-0400","11800.321"
"2021-06-12T04:00:00.000-0400","11757.218"
"2021-06-12T05:00:00.000-0400","11741.607"
"2021-06-12T06:00:00.000-0400","11783.999"
"2021-06-12T07:00:00.000-0400","11872.929"
"2021-06-12T08:00:00.000-0400","11991.902000000002"
"2021-06-12T09:00:00.000-0400","12107.024000000001"
"2021-06-12T10:00:00.000-0400","12204.829"
"2021-06-12T11:00:00.000-0400","12275.762"
"2021-06-12T12:00:00.000-0400","12320.765999999998"
"2021-06-12T13:00:00.000-0400","12343.305"
"2021-06-12T14:00:00.000-0400","12353.468"
"2021-06-12T15:00:00.000-0400","12356.062999999998"
"2021-06-12T16:00:00.000-0400","12358.284"
"2021-06-12T17:00:00.000-0400","12359.077000000001"
